# name:     Al2O3  corundum
# formula:  Al2O3
# sites:    Al1,O1
# refer1:   Wyckoff vol 2, V, p 6-8
# schoen:   D_3d^6
# POT  SCF  30  4.2000   0, core-hole, AFOLP (folp(0)= 1.150)
#   omega (eV)      epsilon_1       epsilon_2       n               kappa           mu (cm^(-1))    R               epsinv   
    0.832481E+02   -0.628298E-01    0.118483E+00   -0.299999E-01    0.610739E-01    0.515315E+01    0.119188E-02    0.132780E+00
    0.834862E+02   -0.612703E-01    0.117046E+00   -0.292456E-01    0.602863E-01    0.510125E+01    0.115492E-02    0.130791E+00
    0.837271E+02   -0.595633E-01    0.116005E+00   -0.284031E-01    0.596981E-01    0.506605E+01    0.112333E-02    0.129199E+00
    0.839706E+02   -0.578135E-01    0.115080E+00   -0.275353E-01    0.591691E-01    0.503576E+01    0.109375E-02    0.127730E+00
    0.842169E+02   -0.559967E-01    0.114395E+00   -0.266263E-01    0.587622E-01    0.501580E+01    0.106781E-02    0.126511E+00
    0.844658E+02   -0.542207E-01    0.113993E+00   -0.257301E-01    0.585019E-01    0.500835E+01    0.104700E-02    0.125613E+00
    0.847175E+02   -0.524984E-01    0.113653E+00   -0.248602E-01    0.582755E-01    0.500383E+01    0.102804E-02    0.124801E+00
    0.849720E+02   -0.507739E-01    0.113444E+00   -0.239859E-01    0.581161E-01    0.500513E+01    0.101146E-02    0.124132E+00
    0.852291E+02   -0.490391E-01    0.113333E+00   -0.231041E-01    0.580069E-01    0.501084E+01    0.996706E-03    0.123568E+00
    0.854890E+02   -0.472059E-01    0.113262E+00   -0.221717E-01    0.579152E-01    0.501818E+01    0.982271E-03    0.123025E+00
    0.857516E+02   -0.452647E-01    0.113468E+00   -0.211768E-01    0.579613E-01    0.503760E+01    0.971643E-03    0.122748E+00
    0.860169E+02   -0.432680E-01    0.113890E+00   -0.201483E-01    0.581160E-01    0.506667E+01    0.964373E-03    0.122686E+00
    0.862849E+02   -0.411459E-01    0.114537E+00   -0.190502E-01    0.583807E-01    0.510561E+01    0.960191E-03    0.122825E+00
    0.865557E+02   -0.390847E-01    0.115874E+00   -0.179634E-01    0.589966E-01    0.517566E+01    0.967275E-03    0.123693E+00
    0.868291E+02   -0.372434E-01    0.117447E+00   -0.169815E-01    0.597381E-01    0.525727E+01    0.979949E-03    0.124852E+00
    0.871053E+02   -0.355717E-01    0.119434E+00   -0.160732E-01    0.606927E-01    0.535827E+01    0.100059E-02    0.126468E+00
    0.873843E+02   -0.343211E-01    0.122068E+00   -0.153574E-01    0.619862E-01    0.548999E+01    0.103436E-02    0.128841E+00
    0.876659E+02   -0.338378E-01    0.125104E+00   -0.150151E-01    0.635055E-01    0.564268E+01    0.107966E-02    0.131810E+00
    0.879503E+02   -0.341528E-01    0.128015E+00   -0.150784E-01    0.649873E-01    0.579307E+01    0.112844E-02    0.134859E+00
    0.882373E+02   -0.351378E-01    0.130728E+00   -0.154849E-01    0.663921E-01    0.593762E+01    0.117881E-02    0.137892E+00
    0.885271E+02   -0.369063E-01    0.133283E+00   -0.162911E-01    0.677453E-01    0.607854E+01    0.123229E-02    0.140994E+00
    0.888197E+02   -0.391976E-01    0.134768E+00   -0.173987E-01    0.685773E-01    0.617352E+01    0.127193E-02    0.143172E+00
    0.891149E+02   -0.417122E-01    0.135789E+00   -0.186365E-01    0.691840E-01    0.624884E+01    0.130610E-02    0.144957E+00
    0.894129E+02   -0.445927E-01    0.136132E+00   -0.200856E-01    0.694614E-01    0.629487E+01    0.133209E-02    0.146169E+00
    0.897136E+02   -0.473282E-01    0.134901E+00   -0.215197E-01    0.689341E-01    0.626810E+01    0.133065E-02    0.145716E+00
    0.900170E+02   -0.492516E-01    0.132804E+00   -0.225729E-01    0.679357E-01    0.619820E+01    0.130907E-02    0.144108E+00
    0.903231E+02   -0.502512E-01    0.130255E+00   -0.231715E-01    0.666722E-01    0.610361E+01    0.127345E-02    0.141737E+00
    0.906319E+02   -0.501951E-01    0.127309E+00   -0.232441E-01    0.651694E-01    0.598644E+01    0.122382E-02    0.138630E+00
    0.909435E+02   -0.486512E-01    0.124128E+00   -0.225642E-01    0.634967E-01    0.585284E+01    0.116010E-02    0.134852E+00
    0.912578E+02   -0.459232E-01    0.122339E+00   -0.212342E-01    0.624964E-01    0.578054E+01    0.111157E-02    0.132225E+00
    0.915748E+02   -0.425565E-01    0.121271E+00   -0.195571E-01    0.618448E-01    0.574014E+01    0.107164E-02    0.130202E+00
    0.918945E+02   -0.383279E-01    0.121008E+00   -0.174199E-01    0.615765E-01    0.573520E+01    0.104085E-02    0.128806E+00
    0.922170E+02   -0.337524E-01    0.122943E+00   -0.150418E-01    0.624101E-01    0.583323E+01    0.104496E-02    0.129584E+00
    0.925422E+02   -0.293940E-01    0.126104E+00   -0.127387E-01    0.638655E-01    0.599031E+01    0.107280E-02    0.131635E+00
    0.928701E+02   -0.254354E-01    0.131131E+00   -0.105780E-01    0.662665E-01    0.623754E+01    0.113653E-02    0.135610E+00
    0.932007E+02   -0.228278E-01    0.138428E+00   -0.901544E-02    0.698438E-01    0.659767E+01    0.124958E-02    0.142119E+00
    0.935340E+02   -0.223810E-01    0.146965E+00   -0.848025E-02    0.741108E-01    0.702578E+01    0.140101E-02    0.150372E+00
    0.938701E+02   -0.244039E-01    0.156199E+00   -0.913745E-02    0.788196E-01    0.749903E+01    0.158600E-02    0.160009E+00
    0.942089E+02   -0.294851E-01    0.165817E+00   -0.112904E-01    0.838554E-01    0.800693E+01    0.180697E-02    0.171052E+00
    0.945504E+02   -0.384162E-01    0.174568E+00   -0.153973E-01    0.886488E-01    0.849531E+01    0.205136E-02    0.182771E+00
    0.948946E+02   -0.495587E-01    0.178243E+00   -0.208545E-01    0.910196E-01    0.875427E+01    0.222135E-02    0.190612E+00
    0.952415E+02   -0.605527E-01    0.178920E+00   -0.264034E-01    0.918862E-01    0.886993E+01    0.234153E-02    0.195632E+00
    0.955912E+02   -0.711348E-01    0.177522E+00   -0.318725E-01    0.916830E-01    0.888280E+01    0.242705E-02    0.198502E+00
    0.959436E+02   -0.806718E-01    0.173253E+00   -0.369737E-01    0.899523E-01    0.874726E+01    0.244939E-02    0.197962E+00
    0.962987E+02   -0.884950E-01    0.167644E+00   -0.412773E-01    0.874308E-01    0.853352E+01    0.243168E-02    0.195174E+00
    0.966565E+02   -0.946916E-01    0.161144E+00   -0.447915E-01    0.843500E-01    0.826342E+01    0.238154E-02    0.190578E+00
    0.970171E+02   -0.992667E-01    0.154096E+00   -0.474895E-01    0.808896E-01    0.795398E+01    0.230394E-02    0.184532E+00
    0.973803E+02   -0.102310E+00    0.147034E+00   -0.493839E-01    0.773362E-01    0.763304E+01    0.220937E-02    0.177692E+00
    0.977463E+02   -0.104174E+00    0.140392E+00   -0.506353E-01    0.739401E-01    0.732527E+01    0.211039E-02    0.170749E+00
    0.981151E+02   -0.105122E+00    0.133992E+00   -0.513874E-01    0.706253E-01    0.702327E+01    0.200643E-02    0.163652E+00
    0.984865E+02   -0.105224E+00    0.127957E+00   -0.516713E-01    0.674643E-01    0.673433E+01    0.190009E-02    0.156618E+00
    0.988606E+02   -0.104629E+00    0.122427E+00   -0.515609E-01    0.645411E-01    0.646701E+01    0.179554E-02    0.149908E+00
    0.992375E+02   -0.103308E+00    0.117202E+00   -0.510505E-01    0.617535E-01    0.621128E+01    0.168840E-02    0.143315E+00
    0.996171E+02   -0.101476E+00    0.113024E+00   -0.502293E-01    0.595006E-01    0.600757E+01    0.159345E-02    0.137814E+00
    0.999994E+02   -0.995947E-01    0.109578E+00   -0.493544E-01    0.576337E-01    0.584141E+01    0.151182E-02    0.133188E+00
    0.100384E+03   -0.976384E-01    0.106423E+00   -0.484284E-01    0.559195E-01    0.568949E+01    0.143563E-02    0.128906E+00
    0.100772E+03   -0.956862E-01    0.104025E+00   -0.474793E-01    0.546053E-01    0.557724E+01    0.137237E-02    0.125543E+00
    0.101163E+03   -0.939877E-01    0.102014E+00   -0.466508E-01    0.535027E-01    0.548580E+01    0.131961E-02    0.122721E+00
    0.101556E+03   -0.924908E-01    0.100141E+00   -0.459228E-01    0.524807E-01    0.540192E+01    0.127268E-02    0.120131E+00
    0.101952E+03   -0.911414E-01    0.984563E-01   -0.452659E-01    0.515622E-01    0.532807E+01    0.123120E-02    0.117811E+00
    0.102351E+03   -0.899334E-01    0.968439E-01   -0.446803E-01    0.506866E-01    0.525808E+01    0.119332E-02    0.115621E+00
    0.102752E+03   -0.888112E-01    0.952546E-01   -0.441384E-01    0.498266E-01    0.518912E+01    0.115753E-02    0.113488E+00
    0.103156E+03   -0.877099E-01    0.936662E-01   -0.436068E-01    0.489684E-01    0.511981E+01    0.112261E-02    0.111369E+00
    0.103563E+03   -0.865718E-01    0.921040E-01   -0.430548E-01    0.481240E-01    0.505136E+01    0.108812E-02    0.109279E+00
    0.103972E+03   -0.853990E-01    0.906525E-01   -0.424814E-01    0.473372E-01    0.498843E+01    0.105513E-02    0.107318E+00
    0.104385E+03   -0.842004E-01    0.892695E-01   -0.418925E-01    0.465864E-01    0.492877E+01    0.102318E-02    0.105437E+00
    0.104800E+03   -0.829717E-01    0.880059E-01   -0.412848E-01    0.458978E-01    0.487523E+01    0.992803E-03    0.103697E+00
    0.105217E+03   -0.817636E-01    0.869009E-01   -0.406836E-01    0.452932E-01    0.483017E+01    0.965023E-03    0.102151E+00
    0.105638E+03   -0.805800E-01    0.858491E-01   -0.400940E-01    0.447175E-01    0.478783E+01    0.938579E-03    0.100679E+00
    0.106061E+03   -0.794092E-01    0.849286E-01   -0.395077E-01    0.442110E-01    0.475257E+01    0.914181E-03    0.993665E-01
    0.106487E+03   -0.783150E-01    0.841559E-01   -0.389578E-01    0.437837E-01    0.472553E+01    0.892692E-03    0.982458E-01
    0.106915E+03   -0.773072E-01    0.834066E-01   -0.384524E-01    0.433710E-01    0.469983E+01    0.872733E-03    0.971744E-01
    0.107347E+03   -0.763619E-01    0.827151E-01   -0.379781E-01    0.429902E-01    0.467736E+01    0.854368E-03    0.961860E-01
    0.107781E+03   -0.754698E-01    0.820366E-01   -0.375310E-01    0.426178E-01    0.465559E+01    0.836950E-03    0.952268E-01
    0.108217E+03   -0.746195E-01    0.813991E-01   -0.371048E-01    0.422679E-01    0.463608E+01    0.820637E-03    0.943260E-01
    0.108657E+03   -0.738222E-01    0.807928E-01   -0.367054E-01    0.419357E-01    0.461831E+01    0.805410E-03    0.934741E-01
    0.109099E+03   -0.730596E-01    0.801739E-01   -0.363243E-01    0.415979E-01    0.459976E+01    0.790576E-03    0.926173E-01
    0.109544E+03   -0.723135E-01    0.795822E-01   -0.359512E-01    0.412750E-01    0.458267E+01    0.776358E-03    0.917971E-01
    0.109991E+03   -0.716007E-01    0.790283E-01   -0.355945E-01    0.409725E-01    0.456768E+01    0.763027E-03    0.910285E-01
    0.110442E+03   -0.709256E-01    0.784800E-01   -0.352572E-01    0.406740E-01    0.455296E+01    0.750270E-03    0.902755E-01
    0.110895E+03   -0.702774E-01    0.779369E-01   -0.349336E-01    0.403791E-01    0.453849E+01    0.737960E-03    0.895355E-01
    0.111351E+03   -0.696508E-01    0.773996E-01   -0.346212E-01    0.400877E-01    0.452426E+01    0.726041E-03    0.888079E-01
    0.111809E+03   -0.690449E-01    0.768678E-01   -0.343193E-01    0.397998E-01    0.451026E+01    0.714488E-03    0.880920E-01
    0.112270E+03   -0.684558E-01    0.763322E-01   -0.340263E-01    0.395105E-01    0.449595E+01    0.703165E-03    0.873765E-01
    0.112734E+03   -0.678681E-01    0.757815E-01   -0.337341E-01    0.392136E-01    0.448060E+01    0.691799E-03    0.866457E-01
    0.113201E+03   -0.672647E-01    0.752304E-01   -0.334340E-01    0.389163E-01    0.446504E+01    0.680379E-03    0.859133E-01
    0.113670E+03   -0.666491E-01    0.747052E-01   -0.331270E-01    0.386324E-01    0.445084E+01    0.669200E-03    0.852094E-01
    0.114143E+03   -0.660264E-01    0.741939E-01   -0.328161E-01    0.383556E-01    0.443731E+01    0.658193E-03    0.845214E-01
    0.114617E+03   -0.653928E-01    0.737017E-01   -0.324991E-01    0.380887E-01    0.442476E+01    0.647368E-03    0.838546E-01
    0.115095E+03   -0.647421E-01    0.732261E-01   -0.321730E-01    0.378302E-01    0.441304E+01    0.636647E-03    0.832049E-01
    0.115575E+03   -0.640637E-01    0.727735E-01   -0.318323E-01    0.375831E-01    0.440251E+01    0.625993E-03    0.825778E-01
    0.116058E+03   -0.633445E-01    0.723520E-01   -0.314698E-01    0.373514E-01    0.439366E+01    0.615368E-03    0.819798E-01
    0.116544E+03   -0.625501E-01    0.719635E-01   -0.310681E-01    0.371355E-01    0.438654E+01    0.604495E-03    0.814075E-01
    0.117032E+03   -0.615829E-01    0.716348E-01   -0.305763E-01    0.369471E-01    0.438258E+01    0.592785E-03    0.808740E-01
    0.117524E+03   -0.601838E-01    0.715555E-01   -0.298576E-01    0.368789E-01    0.439284E+01    0.579869E-03    0.805465E-01
    0.117800E+03   -0.596560E-01    0.727645E-01   -0.295622E-01    0.374906E-01    0.447621E+01    0.586881E-03    0.818000E-01
    0.117801E+03   -0.596574E-01    0.727741E-01   -0.295627E-01    0.374955E-01    0.447686E+01    0.586985E-03    0.818109E-01
    0.117805E+03   -0.596672E-01    0.727934E-01   -0.295674E-01    0.375057E-01    0.447822E+01    0.587254E-03    0.818341E-01
    0.117812E+03   -0.596832E-01    0.728207E-01   -0.295750E-01    0.375200E-01    0.448019E+01    0.587653E-03    0.818671E-01
    0.117822E+03   -0.597054E-01    0.728538E-01   -0.295858E-01    0.375375E-01    0.448264E+01    0.588161E-03    0.819077E-01
    0.117834E+03   -0.597333E-01    0.728908E-01   -0.295994E-01    0.375570E-01    0.448544E+01    0.588755E-03    0.819536E-01
    0.117849E+03   -0.597666E-01    0.729298E-01   -0.296158E-01    0.375778E-01    0.448849E+01    0.589415E-03    0.820028E-01
    0.117867E+03   -0.598045E-01    0.729692E-01   -0.296345E-01    0.375988E-01    0.449168E+01    0.590119E-03    0.820532E-01
    0.117887E+03   -0.598466E-01    0.730075E-01   -0.296555E-01    0.376194E-01    0.449491E+01    0.590849E-03    0.821030E-01
    0.117910E+03   -0.598918E-01    0.730428E-01   -0.296780E-01    0.376384E-01    0.449807E+01    0.591576E-03    0.821501E-01
    0.117936E+03   -0.599385E-01    0.730739E-01   -0.297014E-01    0.376554E-01    0.450108E+01    0.592276E-03    0.821927E-01
    0.117965E+03   -0.599856E-01    0.731011E-01   -0.297251E-01    0.376703E-01    0.450395E+01    0.592941E-03    0.822311E-01
    0.117996E+03   -0.600327E-01    0.731243E-01   -0.297488E-01    0.376832E-01    0.450669E+01    0.593569E-03    0.822651E-01
    0.118030E+03   -0.600791E-01    0.731418E-01   -0.297723E-01    0.376931E-01    0.450918E+01    0.594136E-03    0.822926E-01
    0.118067E+03   -0.601222E-01    0.731524E-01   -0.297943E-01    0.376994E-01    0.451134E+01    0.594611E-03    0.823120E-01
    0.118106E+03   -0.601613E-01    0.731602E-01   -0.298143E-01    0.377042E-01    0.451342E+01    0.595022E-03    0.823275E-01
    0.118148E+03   -0.601945E-01    0.731611E-01   -0.298313E-01    0.377054E-01    0.451517E+01    0.595316E-03    0.823342E-01
    0.118193E+03   -0.602193E-01    0.731624E-01   -0.298441E-01    0.377065E-01    0.451702E+01    0.595542E-03    0.823400E-01
    0.118241E+03   -0.602411E-01    0.731715E-01   -0.298551E-01    0.377116E-01    0.451945E+01    0.595817E-03    0.823539E-01
    0.118291E+03   -0.602655E-01    0.731818E-01   -0.298675E-01    0.377174E-01    0.452207E+01    0.596127E-03    0.823696E-01
    0.118344E+03   -0.602916E-01    0.731890E-01   -0.298808E-01    0.377216E-01    0.452461E+01    0.596422E-03    0.823821E-01
    0.118400E+03   -0.603205E-01    0.731965E-01   -0.298955E-01    0.377261E-01    0.452727E+01    0.596745E-03    0.823955E-01
    0.118459E+03   -0.603505E-01    0.731943E-01   -0.299110E-01    0.377256E-01    0.452945E+01    0.596981E-03    0.823983E-01
    0.118520E+03   -0.603786E-01    0.731899E-01   -0.299255E-01    0.377239E-01    0.453159E+01    0.597182E-03    0.823983E-01
    0.118584E+03   -0.604076E-01    0.731835E-01   -0.299405E-01    0.377211E-01    0.453370E+01    0.597369E-03    0.823962E-01
    0.118650E+03   -0.604354E-01    0.731675E-01   -0.299552E-01    0.377134E-01    0.453533E+01    0.597455E-03    0.823832E-01
    0.118720E+03   -0.604610E-01    0.731511E-01   -0.299687E-01    0.377055E-01    0.453703E+01    0.597519E-03    0.823695E-01
    0.118792E+03   -0.604863E-01    0.731289E-01   -0.299821E-01    0.376946E-01    0.453847E+01    0.597521E-03    0.823492E-01
    0.118867E+03   -0.605090E-01    0.731013E-01   -0.299944E-01    0.376808E-01    0.453967E+01    0.597451E-03    0.823224E-01
    0.118944E+03   -0.605309E-01    0.730731E-01   -0.300062E-01    0.376668E-01    0.454094E+01    0.597369E-03    0.822950E-01
    0.119025E+03   -0.605516E-01    0.730363E-01   -0.300176E-01    0.376483E-01    0.454176E+01    0.597192E-03    0.822576E-01
    0.119108E+03   -0.605696E-01    0.729977E-01   -0.300277E-01    0.376288E-01    0.454258E+01    0.596976E-03    0.822178E-01
    0.119193E+03   -0.605885E-01    0.729565E-01   -0.300382E-01    0.376079E-01    0.454333E+01    0.596743E-03    0.821752E-01
    0.119282E+03   -0.606058E-01    0.729036E-01   -0.300481E-01    0.375810E-01    0.454345E+01    0.596381E-03    0.821193E-01
    0.119373E+03   -0.606175E-01    0.728457E-01   -0.300553E-01    0.375515E-01    0.454334E+01    0.595925E-03    0.820569E-01
    0.119467E+03   -0.606240E-01    0.727834E-01   -0.300599E-01    0.375195E-01    0.454305E+01    0.595382E-03    0.819887E-01
    0.119563E+03   -0.606254E-01    0.727177E-01   -0.300620E-01    0.374858E-01    0.454263E+01    0.594763E-03    0.819159E-01
    0.119663E+03   -0.606220E-01    0.726496E-01   -0.300615E-01    0.374506E-01    0.454215E+01    0.594078E-03    0.818394E-01
    0.119765E+03   -0.606130E-01    0.725780E-01   -0.300584E-01    0.374136E-01    0.454152E+01    0.593313E-03    0.817582E-01
    0.119869E+03   -0.605976E-01    0.725055E-01   -0.300519E-01    0.373760E-01    0.454092E+01    0.592484E-03    0.816748E-01
    0.119977E+03   -0.605762E-01    0.724342E-01   -0.300422E-01    0.373388E-01    0.454048E+01    0.591615E-03    0.815917E-01
    0.120087E+03   -0.605511E-01    0.723673E-01   -0.300307E-01    0.373039E-01    0.454040E+01    0.590759E-03    0.815129E-01
    0.120200E+03   -0.605228E-01    0.723006E-01   -0.300174E-01    0.372690E-01    0.454042E+01    0.589875E-03    0.814338E-01
    0.120316E+03   -0.604930E-01    0.722427E-01   -0.300032E-01    0.372386E-01    0.454108E+01    0.589064E-03    0.813642E-01
    0.120434E+03   -0.604676E-01    0.721904E-01   -0.299912E-01    0.372112E-01    0.454220E+01    0.588346E-03    0.813016E-01
    0.120555E+03   -0.604490E-01    0.721403E-01   -0.299826E-01    0.371851E-01    0.454357E+01    0.587707E-03    0.812427E-01
    0.120679E+03   -0.604367E-01    0.720873E-01   -0.299773E-01    0.371576E-01    0.454488E+01    0.587096E-03    0.811817E-01
    0.120805E+03   -0.604321E-01    0.720359E-01   -0.299760E-01    0.371310E-01    0.454639E+01    0.586566E-03    0.811236E-01
